"Station","Species","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","n_images"
"TWLF 21","Markhor",2021-12-13 16:39:46,2021-12-13,"16:39:46",0,0,0,0,"Data-21-22/TWLF 21/Markhor","12140064.MP4",1
"TWLF 21","Markhor",2021-12-22 16:19:10,2021-12-22,"16:19:10",776364,12939.4,215.7,9,"Data-21-22/TWLF 21/Markhor","12230065.MP4",1
"TWLF 21","Other",2021-11-17 10:19:38,2021-11-17,"10:19:38",0,0,0,0,"Data-21-22/TWLF 21/Other","11170060.MP4",2
"TWLF 21","Snow Leopard",2021-11-22 21:38:54,2021-11-22,"21:38:54",0,0,0,0,"Data-21-22/TWLF 21/Snow Leopard","11230062.MP4",2
"TWLF 21","Snow Leopard",2022-01-10 18:22:20,2022-01-10,"18:22:20",4221806,70363.4,1172.7,48.9,"Data-21-22/TWLF 21/Snow Leopard","01110066.MP4",1
"TWLF 21 Krabathang","Fox",2022-03-06 01:42:44,2022-03-06,"01:42:44",0,0,0,0,"Data-21-22/TWLF 21 Krabathang/Fox","03060008.MP4",2
"TWLF 21 Krabathang","Fox",2022-03-09 17:47:56,2022-03-09,"17:47:56",317112,5285.2,88.1,3.7,"Data-21-22/TWLF 21 Krabathang/Fox","03100010.MP4",1
"TWLF 21 Krabathang","Fox",2022-04-03 21:27:44,2022-04-03,"21:27:44",2173188,36219.8,603.7,25.2,"Data-21-22/TWLF 21 Krabathang/Fox","04040017.MP4",1
"TWLF 21 Krabathang","Fox",2022-04-05 01:21:34,2022-04-05,"01:21:34",100430,1673.8,27.9,1.2,"Data-21-22/TWLF 21 Krabathang/Fox","04050021.MP4",1
"TWLF 21 Krabathang","Livestock",2022-04-18 11:43:46,2022-04-18,"11:43:46",0,0,0,0,"Data-21-22/TWLF 21 Krabathang/Livestock","04180025.MP4",7
"TWLF 21 Krabathang","Other",2022-03-05 05:44:46,2022-03-05,"05:44:46",0,0,0,0,"Data-21-22/TWLF 21 Krabathang/Other","03050007.MP4",1
"TWLF 21 Krabathang","Other",2022-04-03 19:24:56,2022-04-03,"19:24:56",2554810,42580.2,709.7,29.6,"Data-21-22/TWLF 21 Krabathang/Other","04040016.MP4",1
"TWLF 22 Thallay ","Other",2022-03-01 00:59:06,2022-03-01,"00:59:06",0,0,0,0,"Data-21-22/TWLF 22 Thallay /Other","03010019.MP4",1
"TWLF 22 Thallay ","Other",2022-03-01 19:34:26,2022-03-01,"19:34:26",66920,1115.3,18.6,0.8,"Data-21-22/TWLF 22 Thallay /Other","03020020.MP4",1
"TWLF 22 Thallay ","Other",2022-03-03 14:08:58,2022-03-03,"14:08:58",153272,2554.5,42.6,1.8,"Data-21-22/TWLF 22 Thallay /Other","03040021.MP4",1
"TWLF 22 Thallay ","Other",2022-03-06 09:24:54,2022-03-06,"09:24:54",242156,4035.9,67.3,2.8,"Data-21-22/TWLF 22 Thallay /Other","03060023.MP4",1
"TWLF 22 Thallay ","Other",2022-03-10 09:34:52,2022-03-10,"09:34:52",346198,5770,96.2,4,"Data-21-22/TWLF 22 Thallay /Other","03100024.MP4",1
"TWLF 22 Thallay ","Other",2022-03-10 10:53:32,2022-03-10,"10:53:32",4720,78.7,1.3,0.1,"Data-21-22/TWLF 22 Thallay /Other","03100026.MP4",2
"TWLF 22 Thallay ","Other",2022-03-15 14:14:58,2022-03-15,"14:14:58",444086,7401.4,123.4,5.1,"Data-21-22/TWLF 22 Thallay /Other","03160033.MP4",1
"TWLF 23 Skoyo","Fox",2022-01-24 18:10:28,2022-01-24,"18:10:28",0,0,0,0,"Data-21-22/TWLF 23 Skoyo/Fox","01250041.MP4",1
"TWLF 23 Skoyo","Fox",2022-01-25 19:05:40,2022-01-25,"19:05:40",89712,1495.2,24.9,1,"Data-21-22/TWLF 23 Skoyo/Fox","01260044.MP4",1
"TWLF 23 Skoyo","Fox",2022-01-25 21:27:44,2022-01-25,"21:27:44",8524,142.1,2.4,0.1,"Data-21-22/TWLF 23 Skoyo/Fox","01260045.MP4",1
"TWLF 23 Skoyo","Fox",2022-01-25 23:32:06,2022-01-25,"23:32:06",7462,124.4,2.1,0.1,"Data-21-22/TWLF 23 Skoyo/Fox","01260046.MP4",1
"TWLF 23 Skoyo","Fox",2022-01-26 00:09:20,2022-01-26,"00:09:20",2234,37.2,0.6,0,"Data-21-22/TWLF 23 Skoyo/Fox","01260047.MP4",1
"TWLF 23 Skoyo","Fox",2022-01-26 17:26:44,2022-01-26,"17:26:44",62244,1037.4,17.3,0.7,"Data-21-22/TWLF 23 Skoyo/Fox","01270048.MP4",1
"TWLF 23 Skoyo","Fox",2022-01-27 00:20:58,2022-01-27,"00:20:58",24854,414.2,6.9,0.3,"Data-21-22/TWLF 23 Skoyo/Fox","01270050.MP4",1
"TWLF 23 Skoyo","Fox",2022-01-27 18:55:02,2022-01-27,"18:55:02",66844,1114.1,18.6,0.8,"Data-21-22/TWLF 23 Skoyo/Fox","01280051.MP4",1
"TWLF 23 Skoyo","Fox",2022-01-31 02:08:06,2022-01-31,"02:08:06",285184,4753.1,79.2,3.3,"Data-21-22/TWLF 23 Skoyo/Fox","01310052.MP4",1
"TWLF 23 Skoyo","Fox",2022-01-31 04:05:28,2022-01-31,"04:05:28",7042,117.4,2,0.1,"Data-21-22/TWLF 23 Skoyo/Fox","01310053.MP4",1
"TWLF 23 Skoyo","Fox",2022-02-02 02:35:22,2022-02-02,"02:35:22",167394,2789.9,46.5,1.9,"Data-21-22/TWLF 23 Skoyo/Fox","02020054.MP4",1
"TWLF 23 Skoyo","Fox",2022-02-09 03:43:56,2022-02-09,"03:43:56",608914,10148.6,169.1,7,"Data-21-22/TWLF 23 Skoyo/Fox","02090058.MP4",1
"TWLF 23 Skoyo","Fox",2022-02-10 18:39:10,2022-02-10,"18:39:10",140114,2335.2,38.9,1.6,"Data-21-22/TWLF 23 Skoyo/Fox","02110060.MP4",1
"TWLF 23 Skoyo","Fox",2022-02-12 03:20:14,2022-02-12,"03:20:14",117664,1961.1,32.7,1.4,"Data-21-22/TWLF 23 Skoyo/Fox","02120062.MP4",1
"TWLF 23 Skoyo","Fox",2022-02-14 04:31:12,2022-02-14,"04:31:12",177058,2951,49.2,2.1,"Data-21-22/TWLF 23 Skoyo/Fox","02140063.MP4",1
"TWLF 23 Skoyo","Fox",2022-02-16 00:25:28,2022-02-16,"00:25:28",158056,2634.3,43.9,1.8,"Data-21-22/TWLF 23 Skoyo/Fox","02160064.MP4",1
"TWLF 23 Skoyo","Fox",2022-02-18 03:40:32,2022-02-18,"03:40:32",184504,3075.1,51.3,2.1,"Data-21-22/TWLF 23 Skoyo/Fox","02180066.MP4",1
"TWLF 23 Skoyo","Fox",2022-02-24 23:51:00,2022-02-24,"23:51:00",591028,9850.5,164.2,6.8,"Data-21-22/TWLF 23 Skoyo/Fox","02250067.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-05 19:40:58,2022-03-05,"19:40:58",762598,12710,211.8,8.8,"Data-21-22/TWLF 23 Skoyo/Fox","03060069.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-10 02:51:02,2022-03-10,"02:51:02",371404,6190.1,103.2,4.3,"Data-21-22/TWLF 23 Skoyo/Fox","03100074.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-10 23:14:34,2022-03-10,"23:14:34",73412,1223.5,20.4,0.8,"Data-21-22/TWLF 23 Skoyo/Fox","03110076.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-11 00:03:36,2022-03-11,"00:03:36",2942,49,0.8,0,"Data-21-22/TWLF 23 Skoyo/Fox","03110077.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-12 20:30:48,2022-03-12,"20:30:48",160032,2667.2,44.5,1.9,"Data-21-22/TWLF 23 Skoyo/Fox","03130079.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-13 04:04:06,2022-03-13,"04:04:06",27198,453.3,7.6,0.3,"Data-21-22/TWLF 23 Skoyo/Fox","03130080.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-15 19:09:02,2022-03-15,"19:09:02",227096,3784.9,63.1,2.6,"Data-21-22/TWLF 23 Skoyo/Fox","03160082.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-16 21:25:28,2022-03-16,"21:25:28",94586,1576.4,26.3,1.1,"Data-21-22/TWLF 23 Skoyo/Fox","03170084.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-16 23:26:14,2022-03-16,"23:26:14",7246,120.8,2,0.1,"Data-21-22/TWLF 23 Skoyo/Fox","03170085.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-17 00:51:58,2022-03-17,"00:51:58",5144,85.7,1.4,0.1,"Data-21-22/TWLF 23 Skoyo/Fox","03170086.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-17 23:33:22,2022-03-17,"23:33:22",81684,1361.4,22.7,0.9,"Data-21-22/TWLF 23 Skoyo/Fox","03180088.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-21 01:17:10,2022-03-21,"01:17:10",265428,4423.8,73.7,3.1,"Data-21-22/TWLF 23 Skoyo/Fox","03210091.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-21 02:52:06,2022-03-21,"02:52:06",5696,94.9,1.6,0.1,"Data-21-22/TWLF 23 Skoyo/Fox","03210092.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-21 20:20:16,2022-03-21,"20:20:16",62890,1048.2,17.5,0.7,"Data-21-22/TWLF 23 Skoyo/Fox","03220093.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-22 00:59:58,2022-03-22,"00:59:58",16782,279.7,4.7,0.2,"Data-21-22/TWLF 23 Skoyo/Fox","03220094.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-23 01:48:36,2022-03-23,"01:48:36",89318,1488.6,24.8,1,"Data-21-22/TWLF 23 Skoyo/Fox","03230095.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-23 20:08:30,2022-03-23,"20:08:30",65994,1099.9,18.3,0.8,"Data-21-22/TWLF 23 Skoyo/Fox","03240097.MP4",3
"TWLF 23 Skoyo","Fox",2022-03-23 21:09:24,2022-03-23,"21:09:24",3654,60.9,1,0,"Data-21-22/TWLF 23 Skoyo/Fox","03240100.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-24 02:27:46,2022-03-24,"02:27:46",19102,318.4,5.3,0.2,"Data-21-22/TWLF 23 Skoyo/Fox","03240102.MP4",2
"TWLF 23 Skoyo","Fox",2022-03-24 22:54:08,2022-03-24,"22:54:08",73582,1226.4,20.4,0.8,"Data-21-22/TWLF 23 Skoyo/Fox","03250106.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-26 01:07:08,2022-03-26,"01:07:08",94380,1573,26.2,1.1,"Data-21-22/TWLF 23 Skoyo/Fox","03260108.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-27 03:24:30,2022-03-27,"03:24:30",94642,1577.4,26.3,1.1,"Data-21-22/TWLF 23 Skoyo/Fox","03270111.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-28 22:29:32,2022-03-28,"22:29:32",155102,2585,43.1,1.8,"Data-21-22/TWLF 23 Skoyo/Fox","03290115.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-30 04:01:20,2022-03-30,"04:01:20",106308,1771.8,29.5,1.2,"Data-21-22/TWLF 23 Skoyo/Fox","03300118.MP4",1
"TWLF 23 Skoyo","Fox",2022-03-31 21:09:28,2022-03-31,"21:09:28",148088,2468.1,41.1,1.7,"Data-21-22/TWLF 23 Skoyo/Fox","04010120.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-03 01:57:08,2022-04-03,"01:57:08",190060,3167.7,52.8,2.2,"Data-21-22/TWLF 23 Skoyo/Fox","04030123.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-05 21:37:26,2022-04-05,"21:37:26",243618,4060.3,67.7,2.8,"Data-21-22/TWLF 23 Skoyo/Fox","04060128.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-06 02:00:50,2022-04-06,"02:00:50",15804,263.4,4.4,0.2,"Data-21-22/TWLF 23 Skoyo/Fox","04060129.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-07 20:23:50,2022-04-07,"20:23:50",152580,2543,42.4,1.8,"Data-21-22/TWLF 23 Skoyo/Fox","04080131.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-09 03:33:30,2022-04-09,"03:33:30",112180,1869.7,31.2,1.3,"Data-21-22/TWLF 23 Skoyo/Fox","04090133.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-10 02:09:28,2022-04-10,"02:09:28",81358,1356,22.6,0.9,"Data-21-22/TWLF 23 Skoyo/Fox","04100136.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-13 05:10:32,2022-04-13,"05:10:32",270064,4501.1,75,3.1,"Data-21-22/TWLF 23 Skoyo/Fox","04130139.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-15 20:45:58,2022-04-15,"20:45:58",228926,3815.4,63.6,2.6,"Data-21-22/TWLF 23 Skoyo/Fox","04160141.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-16 22:56:50,2022-04-16,"22:56:50",94252,1570.9,26.2,1.1,"Data-21-22/TWLF 23 Skoyo/Fox","04170143.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-17 01:32:14,2022-04-17,"01:32:14",9324,155.4,2.6,0.1,"Data-21-22/TWLF 23 Skoyo/Fox","04170145.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-20 23:24:26,2022-04-20,"23:24:26",337932,5632.2,93.9,3.9,"Data-21-22/TWLF 23 Skoyo/Fox","04210148.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-21 03:07:50,2022-04-21,"03:07:50",13404,223.4,3.7,0.2,"Data-21-22/TWLF 23 Skoyo/Fox","04210149.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-26 02:50:22,2022-04-26,"02:50:22",430952,7182.5,119.7,5,"Data-21-22/TWLF 23 Skoyo/Fox","04260156.MP4",1
"TWLF 23 Skoyo","Fox",2022-04-29 01:20:52,2022-04-29,"01:20:52",253830,4230.5,70.5,2.9,"Data-21-22/TWLF 23 Skoyo/Fox","04290160.MP4",1
"TWLF 23 Skoyo","Fox",2022-05-02 02:22:44,2022-05-02,"02:22:44",262912,4381.9,73,3,"Data-21-22/TWLF 23 Skoyo/Fox","05020166.MP4",1
"TWLF 23 Skoyo","Fox",2022-05-04 04:10:54,2022-05-04,"04:10:54",179290,2988.2,49.8,2.1,"Data-21-22/TWLF 23 Skoyo/Fox","05040168.MP4",1
"TWLF 23 Skoyo","Fox",2022-05-04 23:46:20,2022-05-04,"23:46:20",70526,1175.4,19.6,0.8,"Data-21-22/TWLF 23 Skoyo/Fox","05050169.MP4",1
"TWLF 23 Skoyo","Fox",2022-05-06 02:58:16,2022-05-06,"02:58:16",97916,1631.9,27.2,1.1,"Data-21-22/TWLF 23 Skoyo/Fox","05060171.MP4",1
"TWLF 23 Skoyo","Ibex",2022-04-08 17:15:16,2022-04-08,"17:15:16",0,0,0,0,"Data-21-22/TWLF 23 Skoyo/Ibex","04090132.MP4",1
"TWLF 23 Skoyo","Other",2022-02-03 19:59:38,2022-02-03,"19:59:38",0,0,0,0,"Data-21-22/TWLF 23 Skoyo/Other","02040055.MP4",1
"TWLF 23 Skoyo","Other",2022-02-09 00:50:38,2022-02-09,"00:50:38",449460,7491,124.8,5.2,"Data-21-22/TWLF 23 Skoyo/Other","02090057.MP4",1
"TWLF 23 Skoyo","Other",2022-02-11 13:05:18,2022-02-11,"13:05:18",216880,3614.7,60.2,2.5,"Data-21-22/TWLF 23 Skoyo/Other","02120061.MP4",1
"TWLF 23 Skoyo","Other",2022-03-07 14:20:04,2022-03-07,"14:20:04",2078086,34634.8,577.2,24,"Data-21-22/TWLF 23 Skoyo/Other","03080072.MP4",1
"TWLF 23 Skoyo","Other",2022-03-23 05:59:02,2022-03-23,"05:59:02",1352338,22539,375.6,15.7,"Data-21-22/TWLF 23 Skoyo/Other","03230096.MP4",1
"TWLF 23 Skoyo","Other",2022-03-24 03:32:06,2022-03-24,"03:32:06",77584,1293.1,21.6,0.9,"Data-21-22/TWLF 23 Skoyo/Other","03240104.MP4",1
"TWLF 23 Skoyo","Other",2022-03-24 18:18:34,2022-03-24,"18:18:34",53188,886.5,14.8,0.6,"Data-21-22/TWLF 23 Skoyo/Other","03250105.MP4",1
"TWLF 23 Skoyo","Other",2022-03-26 23:35:10,2022-03-26,"23:35:10",191796,3196.6,53.3,2.2,"Data-21-22/TWLF 23 Skoyo/Other","03270110.MP4",1
"TWLF 23 Skoyo","Other",2022-03-30 18:28:14,2022-03-30,"18:28:14",327184,5453.1,90.9,3.8,"Data-21-22/TWLF 23 Skoyo/Other","03310119.MP4",1
"TWLF 23 Skoyo","Other",2022-04-04 06:00:14,2022-04-04,"06:00:14",387120,6452,107.5,4.5,"Data-21-22/TWLF 23 Skoyo/Other","04040124.MP4",1
"TWLF 23 Skoyo","Other",2022-04-05 14:28:18,2022-04-05,"14:28:18",116884,1948.1,32.5,1.4,"Data-21-22/TWLF 23 Skoyo/Other","04060126.MP4",2
"TWLF 23 Skoyo","Other",2022-04-07 05:23:48,2022-04-07,"05:23:48",140130,2335.5,38.9,1.6,"Data-21-22/TWLF 23 Skoyo/Other","04070130.MP4",1
"TWLF 23 Skoyo","Other",2022-04-09 05:46:00,2022-04-09,"05:46:00",174132,2902.2,48.4,2,"Data-21-22/TWLF 23 Skoyo/Other","04090134.MP4",1
"TWLF 23 Skoyo","Other",2022-04-10 15:49:46,2022-04-10,"15:49:46",122626,2043.8,34.1,1.4,"Data-21-22/TWLF 23 Skoyo/Other","04110137.MP4",1
"TWLF 23 Skoyo","Other",2022-04-14 00:11:34,2022-04-14,"00:11:34",289308,4821.8,80.4,3.4,"Data-21-22/TWLF 23 Skoyo/Other","04140140.MP4",1
"TWLF 23 Skoyo","Other",2022-04-16 23:04:50,2022-04-16,"23:04:50",255196,4253.3,70.9,3,"Data-21-22/TWLF 23 Skoyo/Other","04170144.MP4",1
"TWLF 23 Skoyo","Other",2022-04-17 01:42:12,2022-04-17,"01:42:12",9442,157.4,2.6,0.1,"Data-21-22/TWLF 23 Skoyo/Other","04170146.MP4",1
"TWLF 23 Skoyo","Other",2022-04-23 00:05:10,2022-04-23,"00:05:10",512578,8543,142.4,5.9,"Data-21-22/TWLF 23 Skoyo/Other","04230151.MP4",2
"TWLF 23 Skoyo","Other",2022-04-23 22:42:18,2022-04-23,"22:42:18",81428,1357.1,22.6,0.9,"Data-21-22/TWLF 23 Skoyo/Other","04240153.MP4",1
"TWLF 23 Skoyo","Other",2022-04-28 04:36:10,2022-04-28,"04:36:10",366832,6113.9,101.9,4.2,"Data-21-22/TWLF 23 Skoyo/Other","04280159.MP4",1
"TWLF 23 Skoyo","Other",2022-04-29 03:58:14,2022-04-29,"03:58:14",84124,1402.1,23.4,1,"Data-21-22/TWLF 23 Skoyo/Other","04290161.MP4",1
"TWLF 23 Skoyo","Other",2022-04-29 23:46:48,2022-04-29,"23:46:48",71314,1188.6,19.8,0.8,"Data-21-22/TWLF 23 Skoyo/Other","04300162.MP4",1
"TWLF 23 Skoyo","Other",2022-05-01 00:39:54,2022-05-01,"00:39:54",89586,1493.1,24.9,1,"Data-21-22/TWLF 23 Skoyo/Other","05010163.MP4",1
"TWLF 23 Skoyo","Other",2022-05-01 13:07:14,2022-05-01,"13:07:14",44840,747.3,12.5,0.5,"Data-21-22/TWLF 23 Skoyo/Other","05020164.MP4",1
"TWLF 23 Skoyo","Other",2022-05-03 00:00:30,2022-05-03,"00:00:30",125596,2093.3,34.9,1.5,"Data-21-22/TWLF 23 Skoyo/Other","05030167.MP4",1
"TWLF 23 Skoyo","Snow Leopard",2022-01-25 03:53:48,2022-01-25,"03:53:48",0,0,0,0,"Data-21-22/TWLF 23 Skoyo/Snow Leopard","01250043.MP4",1
"TWLF 23 Skoyo","Snow Leopard",2022-03-06 00:10:00,2022-03-06,"00:10:00",3442572,57376.2,956.3,39.8,"Data-21-22/TWLF 23 Skoyo/Snow Leopard","03060070.MP4",2
"TWLF 23 Skoyo","Snow Leopard",2022-04-26 19:56:54,2022-04-26,"19:56:54",4477614,74626.9,1243.8,51.8,"Data-21-22/TWLF 23 Skoyo/Snow Leopard","04270157.MP4",1
"TWLF 24 Thallay ","Fox",2021-12-21 17:23:46,2021-12-21,"17:23:46",0,0,0,0,"Data-21-22/TWLF 24 Thallay /Fox","12210080.JPG",1
"TWLF 24 Thallay ","Fox",2021-12-27 05:42:15,2021-12-27,"05:42:15",476309,7938.5,132.3,5.5,"Data-21-22/TWLF 24 Thallay /Fox","12270084.JPG",1
"TWLF 24 Thallay ","Fox",2021-12-29 08:36:20,2021-12-29,"08:36:20",183245,3054.1,50.9,2.1,"Data-21-22/TWLF 24 Thallay /Fox","12290085.JPG",2
"TWLF 24 Thallay ","Fox",2021-12-30 10:30:00,2021-12-30,"10:30:00",93220,1553.7,25.9,1.1,"Data-21-22/TWLF 24 Thallay /Fox","12300090.JPG",2
"TWLF 24 Thallay ","Other",2022-01-28 19:37:00,2022-01-28,"19:37:00",0,0,0,0,"Data-21-22/TWLF 24 Thallay /Other","01280139.JPG",2
"TWLF 24 Thallay ","Snow Leopard",2022-01-09 08:08:00,2022-01-09,"08:08:00",0,0,0,0,"Data-21-22/TWLF 24 Thallay /Snow Leopard","01090105.JPG",5
